step_idx,depth_m,observed_tqa_knm,baseline_tqa_knm,swob_kn,rpm,hkld_kn,sppa_kpa,residual_knm,drift_knm,slew_knm,token,r_norm,delta_norm,sigma_norm
4364,3585.00,25.988318,27.838332,124.7593,0.00,1270.6723,15530.6235,-1.850014,0.526600,3.462759,Nominal,-0.231252,0.175533,0.173138
4365,3585.50,26.390996,27.838332,131.5917,0.00,1264.8296,15569.7961,-1.447336,0.202356,0.805356,Nominal,-0.180917,0.067452,0.040268
4366,3586.00,28.869432,27.856297,135.5951,0.00,1257.9348,15580.4140,1.013135,-0.026201,4.920941,Nominal,0.126642,-0.008734,0.246047
4367,3586.50,29.821894,27.862398,140.3792,0.00,1251.9631,15557.1028,1.959496,-0.006982,1.892722,Nominal,0.244937,-0.002327,0.094636
4368,3587.00,29.954086,27.862398,144.0245,0.00,1248.3756,15497.4356,2.091688,-0.010236,0.264384,Nominal,0.261461,-0.003412,0.013219
4369,3587.50,28.995523,27.870872,142.2675,0.00,1247.7706,15461.8931,1.124651,-0.129040,-1.934074,Nominal,0.140581,-0.043013,-0.096704
4370,3588.00,30.949256,27.897649,148.0724,0.00,1248.3089,15479.1645,3.051607,-0.020473,3.853913,Nominal,0.381451,-0.006824,0.192696
4371,3588.50,29.938494,27.948492,148.4216,0.00,1248.1777,15511.2492,1.990002,0.161783,-2.123211,Nominal,0.248750,0.053928,-0.106161
4372,3589.00,29.197540,27.987472,145.2255,0.00,1246.6097,15503.9994,1.210068,0.556190,-1.559869,Nominal,0.151258,0.185397,-0.077993
4373,3589.50,30.707921,27.987472,149.4736,0.00,1246.7476,15574.7948,2.720449,1.186375,3.020762,Nominal,0.340056,0.395458,0.151038
4374,3590.00,29.301937,28.001708,145.1499,0.00,1249.5366,15590.6251,1.300229,1.501399,-2.840439,Nominal,0.162529,0.500466,-0.142022
4375,3590.50,29.179914,28.049840,145.5369,0.00,1250.0926,15518.8645,1.130074,1.759140,-0.340310,Nominal,0.141259,0.586380,-0.017016
4376,3591.00,29.962221,28.096615,147.0893,0.00,1251.1379,15610.3304,1.865605,1.844387,1.471062,Nominal,0.233201,0.614796,0.073553
4377,3591.50,32.269823,28.118986,141.7203,0.00,1250.9467,15561.0466,4.150837,2.063521,4.570462,Nominal,0.518855,0.687840,0.228523
4378,3592.00,28.283040,28.150848,144.6273,0.00,1250.8288,15587.1502,0.132192,1.867571,-8.037289,Nominal,0.016524,0.622524,-0.401864
4379,3592.50,30.374389,28.164406,144.9142,0.00,1251.5160,15646.3761,2.209983,1.976105,4.155582,Nominal,0.276248,0.658702,0.207779
4380,3593.00,28.012555,28.164406,142.9970,0.00,1252.8105,15660.6276,-0.151852,1.655759,-4.723670,Nominal,-0.018981,0.551920,-0.236183
4381,3593.50,31.103142,28.193556,140.2124,0.00,1253.8158,15599.1333,2.909585,1.747717,6.122874,Nominal,0.363698,0.582572,0.306144
4382,3594.00,29.748002,28.249145,140.1501,0.00,1256.2134,15528.5103,1.498857,1.776596,-2.821457,Nominal,0.187357,0.592199,-0.141073
4383,3594.50,29.301937,28.279990,136.9785,0.00,1257.0719,15538.3767,1.021948,1.606746,-0.953818,Nominal,0.127743,0.535582,-0.047691
4384,3595.00,28.465398,28.305411,134.8701,0.00,1257.0407,15537.6458,0.159987,1.492722,-1.723923,Nominal,0.019998,0.497574,-0.086196
4385,3595.50,28.600980,28.354221,137.4834,0.00,1258.2418,15530.2477,0.246759,1.404390,0.173545,Nominal,0.030845,0.468130,0.008677
4386,3596.00,27.947475,28.354221,136.7428,0.00,1257.5256,15544.0924,-0.406745,1.177155,-1.307009,Nominal,-0.050843,0.392385,-0.065350
4387,3596.50,26.419469,28.354221,138.9936,0.00,1257.0986,15558.6197,-1.934752,0.568596,-3.056014,Nominal,-0.241844,0.189532,-0.152801
4388,3597.00,29.241604,28.383710,139.5407,0.00,1255.5751,15557.2786,0.857894,0.641166,5.585292,Nominal,0.107237,0.213722,0.279265
4389,3597.50,30.436757,28.387777,145.4702,0.00,1250.8177,15551.4767,2.048980,0.625066,2.382172,Nominal,0.256122,0.208355,0.119109
4390,3598.00,29.387354,28.413538,150.5456,0.00,1246.7120,15505.9506,0.973816,0.737633,-2.150327,Nominal,0.121727,0.245878,-0.107516
4391,3598.50,29.342612,28.451840,146.3910,0.00,1246.0136,15485.4594,0.890772,0.535751,-0.166088,Nominal,0.111347,0.178584,-0.008304
4392,3599.00,29.048400,28.502344,144.3203,0.00,1246.7520,15524.3941,0.546056,0.440471,-0.689433,Nominal,0.068257,0.146824,-0.034472
4393,3599.50,30.969594,28.545052,145.5592,0.00,1246.9388,15599.6573,2.424541,0.580731,3.756972,Nominal,0.303068,0.193577,0.187849
4394,3600.00,30.817742,28.552170,151.1150,0.00,1245.8223,15598.3886,2.265572,0.791289,-0.317939,Nominal,0.283196,0.263763,-0.015897
4395,3600.50,30.581830,28.567762,152.2092,0.00,1244.7370,15569.3617,2.014068,0.968020,-0.503008,Nominal,0.251758,0.322673,-0.025150
4396,3601.00,29.876804,28.591489,149.9874,0.00,1244.6947,15630.2907,1.285315,1.137226,-1.457504,Nominal,0.160664,0.379075,-0.072875
4397,3601.50,30.686228,28.617927,150.9904,0.00,1243.7628,15608.5860,2.068300,1.537531,1.565970,Nominal,0.258538,0.512510,0.078298
4398,3602.00,31.461755,28.645044,154.1309,0.00,1243.2068,15534.7638,2.816712,1.733413,1.496823,Nominal,0.352089,0.577804,0.074841
4399,3602.50,30.410997,28.665042,151.5932,0.00,1242.1970,15623.9061,1.745955,1.703111,-2.141514,Nominal,0.218244,0.567704,-0.107076
4400,3603.00,29.998828,28.688091,151.3018,0.00,1243.9363,15585.5782,1.310737,1.736803,-0.870435,Nominal,0.163842,0.578934,-0.043522
4401,3603.50,32.014929,28.722325,150.1809,0.00,1244.8749,15689.3925,3.292604,1.976986,3.963734,Nominal,0.411575,0.658995,0.198187
4402,3604.00,31.724784,28.760288,153.5526,0.00,1243.5893,15657.8145,2.964496,2.218830,-0.656216,Nominal,0.370562,0.739610,-0.032811
4403,3604.50,30.115428,28.805030,149.8005,0.00,1246.0536,15663.9371,1.310398,2.107416,-3.308196,Nominal,0.163800,0.702472,-0.165410
4404,3605.00,30.219826,28.851128,148.6551,0.00,1247.8552,15669.6322,1.368698,2.017728,0.116600,Nominal,0.171087,0.672576,0.005830
4405,3605.50,30.406929,28.873499,142.1518,0.00,1250.7599,15659.2211,1.533430,1.969665,0.329464,Nominal,0.191679,0.656555,0.016473
4406,3606.00,30.742494,28.884685,144.6117,0.00,1252.2767,15715.5685,1.857810,2.026914,0.648759,Nominal,0.232226,0.675638,0.032438
4407,3606.50,29.118902,28.898243,142.0317,0.00,1250.2172,15737.0836,0.220659,1.842150,-3.274300,Nominal,0.027582,0.614050,-0.163715
4408,3607.00,27.776642,28.898243,145.8172,0.00,1250.6042,15767.4274,-1.121600,1.448319,-2.684520,Nominal,-0.140200,0.482773,-0.134226
4409,3607.50,29.240926,28.908750,149.2823,0.00,1244.5768,15764.6419,0.332175,1.306941,2.907552,Nominal,0.041522,0.435647,0.145378
4410,3608.00,30.420487,28.912818,147.1338,0.00,1247.3570,15775.1530,1.507670,1.326634,2.350988,Nominal,0.188459,0.442211,0.117549
4411,3608.50,28.854518,28.912818,140.3725,0.00,1253.5177,15804.0110,-0.058300,0.991544,-3.131939,Nominal,-0.007288,0.330515,-0.156597
4412,3609.00,31.331597,28.935867,138.5354,0.00,1254.2873,15799.0881,2.395730,0.934667,4.908061,Nominal,0.299466,0.311556,0.245403
4413,3609.50,30.295074,28.960949,144.8341,0.00,1252.7015,15832.0658,1.334125,0.937040,-2.123211,Nominal,0.166766,0.312347,-0.106161
4414,3610.00,30.337782,28.979253,141.3867,0.00,1251.4671,15808.2719,1.358530,0.936023,0.048809,Nominal,0.169816,0.312008,0.002440
4415,3610.50,30.225250,28.997556,145.7371,0.00,1249.8969,15769.2752,1.227693,0.905449,-0.261673,Nominal,0.153462,0.301816,-0.013084
4416,3611.00,32.160002,29.023995,148.0902,0.00,1247.8418,15814.6910,3.136007,1.033269,3.816628,Nominal,0.392001,0.344423,0.190831
4417,3611.50,32.963324,29.069415,148.8264,0.00,1246.7253,15802.4872,3.893909,1.400594,1.515804,Nominal,0.486739,0.466865,0.075790
4418,3612.00,31.265162,29.100937,143.1171,0.00,1248.5802,15781.9340,2.164224,1.729176,-3.459369,Nominal,0.270528,0.576392,-0.172968
4419,3612.50,32.806727,29.115174,148.1169,0.00,1248.2066,15806.0863,3.691553,2.065114,3.054658,Nominal,0.461444,0.688371,0.152733
4420,3613.00,31.301769,29.139917,149.6693,0.00,1245.5866,15781.7133,2.161852,2.130532,-3.059403,Nominal,0.270231,0.710177,-0.152970
4421,3613.50,31.582423,29.164322,150.4744,0.00,1243.1912,15719.5192,2.418101,2.378172,0.512499,Nominal,0.302263,0.792724,0.025625
4422,3614.00,30.653688,29.173813,136.5248,0.00,1257.2365,15845.4623,1.479875,2.286587,-1.876452,Nominal,0.184984,0.762196,-0.093823
4423,3614.50,29.705971,29.188727,137.2054,0.00,1258.5665,15794.5031,0.517245,2.204899,-1.925261,Nominal,0.064656,0.734966,-0.096263
4424,3615.00,28.339985,29.188727,134.2651,0.00,1259.2849,15806.4345,-0.848742,1.984172,-2.731973,Nominal,-0.106093,0.661391,-0.136599
4425,3615.50,29.193472,29.195506,134.8923,0.00,1259.9677,15822.9026,-0.002034,1.861199,1.693417,Nominal,-0.000254,0.620400,0.084671
4426,3616.00,26.702834,29.195506,135.8932,0.00,1258.1128,15846.2345,-2.492671,1.298331,-4.981275,Nominal,-0.311584,0.432777,-0.249064
4427,3616.50,28.949425,29.195506,138.7801,0.00,1255.7730,15799.0330,-0.246081,0.884332,4.493181,Nominal,-0.030760,0.294777,0.224659
4428,3617.00,28.737917,29.186693,140.8329,0.00,1253.3532,15815.0667,-0.448776,0.623032,-0.405390,Nominal,-0.056097,0.207677,-0.020269
4429,3617.50,31.399388,29.195506,143.8688,0.00,1251.9831,15707.3947,2.203882,0.474265,5.305316,Nominal,0.275485,0.158088,0.265266
4430,3618.00,30.439469,29.198217,145.4302,0.00,1251.2447,15667.4465,1.241251,0.382205,-1.925261,Nominal,0.155156,0.127402,-0.096263
4431,3618.50,29.750713,29.198217,142.7368,0.00,1251.0712,15732.7812,0.552496,0.195645,-1.377511,Nominal,0.069062,0.065215,-0.068876
4432,3619.00,31.362781,29.198217,143.3706,0.00,1252.5970,15712.9174,2.164563,0.264113,3.224135,Nominal,0.270570,0.088038,0.161207
4433,3619.50,31.407523,29.198217,137.1031,0.00,1254.3629,15710.7111,2.209305,0.433319,0.089484,Nominal,0.276163,0.144440,0.004474
4434,3620.00,30.335071,29.201607,140.6083,0.00,1255.5283,15690.5922,1.133464,0.631540,-2.151683,Nominal,0.141683,0.210513,-0.107584
4435,3620.50,31.644791,29.222622,137.8437,0.00,1255.9576,15727.8067,2.422169,0.873960,2.577410,Nominal,0.302771,0.291320,0.128870
4436,3621.00,28.508784,29.222622,140.6394,0.00,1255.7196,15687.2552,-0.713838,1.051844,-6.272014,Nominal,-0.089230,0.350615,-0.313601
4437,3621.50,28.980609,29.222622,141.3645,0.00,1254.7588,15668.3704,-0.242014,1.052250,0.943649,Nominal,-0.030252,0.350750,0.047182
4438,3622.00,29.970356,29.241265,136.6138,0.00,1254.4941,15655.7840,0.729091,1.170037,1.942209,Nominal,0.091136,0.390012,0.097110
4439,3622.50,28.234909,29.241265,126.3073,0.00,1268.3793,14472.9091,-1.006356,0.849013,-3.470894,Nominal,-0.125794,0.283004,-0.173545
4440,3623.00,27.205843,29.241265,120.2621,0.00,1273.0010,14357.8081,-2.035422,0.521346,-2.058132,Nominal,-0.254428,0.173782,-0.102907
4441,3623.50,25.749694,29.241265,119.9819,0.00,1275.0694,14203.3448,-3.491570,0.116939,-2.912297,Nominal,-0.436446,0.038980,-0.145615
4442,3624.00,25.319222,29.241265,108.9214,0.00,1284.6597,15368.2313,-3.922042,-0.491721,-0.860944,Nominal,-0.490255,-0.163907,-0.043047
4443,3624.50,24.213553,29.241265,114.2570,0.00,1285.6161,15606.6348,-5.027712,-1.215423,-2.211339,Nominal,-0.628464,-0.405141,-0.110567
4444,3625.00,24.721984,29.241265,107.2288,0.00,1297.9510,15771.0954,-4.519280,-1.780697,1.016863,Nominal,-0.564910,-0.593566,0.050843
4445,3625.50,28.621995,29.241265,113.5275,0.00,1289.4038,15844.8073,-0.619270,-2.084841,7.800021,Nominal,-0.077409,-0.694947,0.390001
4446,3626.00,28.488447,29.241265,127.4504,0.00,1280.3806,15814.2980,-0.752818,-2.088739,-0.267096,Nominal,-0.094102,-0.696246,-0.013355
4447,3626.50,29.108056,29.241265,128.9539,0.00,1274.3043,15751.9004,-0.133209,-2.077859,1.239218,Nominal,-0.016651,-0.692620,0.061961
4448,3627.00,30.547934,29.264314,132.2011,0.00,1272.8097,15751.3006,1.283621,-2.022406,2.833660,Nominal,0.160453,-0.674135,0.141683
4449,3627.50,28.717580,29.264314,130.5509,0.00,1273.4124,15697.4111,-0.546734,-1.976444,-3.660708,Nominal,-0.068342,-0.658815,-0.183035
4450,3628.00,30.057128,29.294481,130.9290,0.00,1273.9173,15680.1674,0.762648,-1.696637,2.618762,Nominal,0.095331,-0.565546,0.130938
4451,3628.50,29.399556,29.301937,128.9762,0.00,1275.4386,15653.1261,0.097619,-1.337718,-1.330057,Nominal,0.012202,-0.445906,-0.066503
4452,3629.00,27.331934,29.301937,123.4960,0.00,1276.6485,15736.7733,-1.970003,-1.142514,-4.135245,Nominal,-0.246250,-0.380838,-0.206762
4453,3629.50,28.054585,29.301937,129.7279,0.00,1276.3749,15744.5540,-1.247353,-0.764478,1.445302,Nominal,-0.155919,-0.254826,0.072265
4454,3630.00,26.587590,29.301937,124.6525,0.00,1277.4447,15711.5661,-2.714348,-0.583985,-2.933990,Nominal,-0.339293,-0.194662,-0.146700
4455,3630.50,28.510140,29.301937,122.0814,0.00,1280.6608,15760.1052,-0.791798,-0.601237,3.845100,Nominal,-0.098975,-0.200412,0.192255
4456,3631.00,26.200504,29.301937,121.8813,0.00,1281.8818,15781.6306,-3.101434,-0.836099,-4.619272,Nominal,-0.387679,-0.278700,-0.230964
4457,3631.50,28.309479,29.301937,123.5093,0.00,1280.4072,15786.1329,-0.992459,-0.922024,4.217950,Nominal,-0.124057,-0.307341,0.210897
4458,3632.00,26.283887,29.301937,117.6332,0.00,1284.1082,15777.4317,-3.018051,-1.352191,-4.051184,Nominal,-0.377256,-0.450730,-0.202559
4459,3632.50,28.690464,29.301937,118.5629,0.00,1284.7798,15790.9661,-0.611474,-1.358665,4.813154,Nominal,-0.076434,-0.452888,0.240658
4460,3633.00,26.200504,29.301937,124.8327,0.00,1279.2485,15775.1426,-3.101434,-1.745073,-4.979919,Nominal,-0.387679,-0.581691,-0.248996
4461,3633.50,29.525647,29.303293,116.7703,0.00,1284.2994,15760.0569,0.222354,-1.732600,6.647575,Nominal,0.027794,-0.577533,0.332379
4462,3634.00,28.103394,29.303293,116.8325,0.00,1286.3634,15716.8888,-1.199899,-1.655589,-2.844506,Nominal,-0.149987,-0.551863,-0.142225
4463,3634.50,29.186015,29.303293,131.7052,0.00,1275.1361,15629.8184,-0.117278,-1.542582,2.165241,Nominal,-0.014660,-0.514194,0.108262
4464,3635.00,30.349985,29.323631,137.9883,0.00,1266.8001,15583.0547,1.026354,-1.168512,2.287265,Nominal,0.128294,-0.389504,0.114363
4465,3635.50,31.944427,29.364983,133.3532,0.00,1266.6845,15599.8365,2.579444,-0.831388,3.106179,Nominal,0.322430,-0.277129,0.155309
4466,3636.00,29.973067,29.393455,135.8309,0.00,1268.0101,15540.0383,0.579612,-0.463283,-3.999663,Nominal,0.072452,-0.154428,-0.199983
4467,3636.50,31.195337,29.418538,131.7207,0.00,1272.2692,15606.4141,1.776799,-0.186357,2.394374,Nominal,0.222100,-0.062119,0.119719
4468,3637.00,30.213047,29.454467,131.0268,0.00,1273.1122,15612.5574,0.758580,0.191306,-2.036439,Nominal,0.094823,0.063769,-0.101822
4469,3637.50,30.424555,29.473448,128.0198,0.00,1275.6432,15637.4405,0.951106,0.347564,0.385052,Nominal,0.118888,0.115855,0.019253
4470,3638.00,29.630045,29.478872,129.8725,0.00,1274.6023,15586.7675,0.151174,0.672825,-1.599865,Nominal,0.018897,0.224275,-0.079993
4471,3638.50,30.379813,29.491074,131.3071,0.00,1273.3524,15665.2816,0.888739,0.739463,1.475130,Nominal,0.111092,0.246488,0.073756
4472,3639.00,27.138052,29.491074,129.8614,0.00,1273.4413,15714.5377,-2.353022,0.624151,-6.483521,Nominal,-0.294128,0.208050,-0.324176
4473,3639.50,29.566322,29.491074,130.4930,0.00,1273.6193,15726.4863,0.075248,0.643403,4.856540,Nominal,0.009406,0.214468,0.242827
4474,3640.00,27.439044,29.491074,131.7941,0.00,1272.1602,15704.8920,-2.052030,0.335565,-4.254557,Nominal,-0.256504,0.111855,-0.212728
4475,3640.50,30.036791,29.512767,130.9067,0.00,1272.3693,15704.5748,0.524024,0.130023,5.152108,Nominal,0.065503,0.043341,0.257605
4476,3641.00,26.986200,29.512767,128.5403,0.00,1273.9128,15724.1697,-2.526567,-0.180595,-6.101181,Nominal,-0.315821,-0.060198,-0.305059
4477,3641.50,30.785202,29.545985,128.9673,0.00,1271.4307,15649.7753,1.239218,-0.234353,7.531569,Nominal,0.154902,-0.078118,0.376578
4478,3642.00,30.907904,29.545985,136.1890,0.00,1268.3815,15601.8257,1.361919,-0.174019,0.245403,Nominal,0.170240,-0.058006,0.012270
4479,3642.50,30.687583,29.583270,139.1893,0.00,1263.9533,15616.6873,1.104314,-0.158698,-0.515211,Nominal,0.138039,-0.052899,-0.025761
4480,3643.00,32.790457,29.615131,141.7604,0.00,1263.5040,15578.8834,3.175326,0.143717,4.142024,Nominal,0.396916,0.047906,0.207101
4481,3643.50,31.310582,29.634452,136.6738,0.00,1265.5924,15624.4991,1.676130,0.222456,-2.998391,Nominal,0.209516,0.074152,-0.149920
4482,3644.00,33.902228,29.650044,130.8800,0.00,1273.4369,15670.0527,4.252184,0.882976,5.152108,Nominal,0.531523,0.294325,0.257605
4483,3644.50,33.282619,29.663941,127.4638,0.00,1277.8362,15628.8979,3.618678,1.237319,-1.267012,Nominal,0.452335,0.412440,-0.063351
4484,3645.00,29.722241,29.670042,123.1535,0.00,1278.9037,15608.6274,0.052199,1.447742,-7.132958,Nominal,0.006525,0.482581,-0.356648
4485,3645.50,29.821216,29.683600,128.9095,0.00,1274.1019,15564.6250,0.137616,1.409102,0.170833,Nominal,0.017202,0.469701,0.008542
4486,3646.00,29.832062,29.696481,132.4414,0.00,1272.3738,15594.6034,0.135582,1.675316,-0.004067,Nominal,0.016948,0.558439,-0.000203
4487,3646.50,28.023401,29.683600,128.8160,0.00,1274.8648,15641.2396,-1.660199,1.385375,-3.591562,Nominal,-0.207525,0.461792,-0.179578
4488,3647.00,30.270669,29.683600,133.2220,0.00,1271.5775,15662.8822,0.587069,1.307890,4.494536,Nominal,0.073384,0.435963,0.224727
4489,3647.50,27.859347,29.683600,137.9082,0.00,1265.0342,15659.3934,-1.824253,1.015033,-4.822644,Nominal,-0.228032,0.338344,-0.241132
4490,3648.00,30.218470,29.683600,138.8512,0.00,1264.4337,15646.7760,0.534870,0.750988,4.718246,Nominal,0.066859,0.250329,0.235912
4491,3648.50,28.625384,29.670042,137.2632,0.00,1265.8349,15645.8728,-1.044658,0.478909,-3.159056,Nominal,-0.130582,0.159636,-0.157953
4492,3649.00,29.062636,29.663941,135.6129,0.00,1267.6475,15638.3644,-0.601305,-0.006440,0.886705,Nominal,-0.075163,-0.002147,0.044335
4493,3649.50,30.223894,29.670042,132.2456,0.00,1270.5322,15674.5068,0.553852,-0.312923,2.310314,Nominal,0.069231,-0.104308,0.115516
4494,3650.00,28.432858,29.670042,129.7101,0.00,1273.5703,15651.4093,-1.237184,-0.441861,-3.582071,Nominal,-0.154648,-0.147287,-0.179104
4495,3650.50,31.387863,29.683600,127.3971,0.00,1275.2762,15611.5783,1.704263,-0.285196,5.882894,Nominal,0.213033,-0.095065,0.294145
4496,3651.00,26.921121,29.683600,126.2138,0.00,1276.9020,15629.6012,-2.762479,-0.575002,-8.933484,Nominal,-0.345310,-0.191667,-0.446674
4497,3651.50,30.397438,29.696481,125.0662,0.00,1278.5123,15613.6260,0.700958,-0.338887,6.926874,Nominal,0.087620,-0.112962,0.346344
4498,3652.00,28.523698,29.696481,124.0253,0.00,1279.7222,15627.3880,-1.172783,-0.514872,-3.747481,Nominal,-0.146598,-0.171624,-0.187374
4499,3652.50,29.078228,29.696481,123.4270,0.00,1279.4954,15621.9446,-0.618253,-0.394272,1.109059,Nominal,-0.077282,-0.131424,0.055453
4500,3653.00,28.804352,29.696481,128.5758,0.00,1276.0213,15606.1383,-0.892128,-0.536972,-0.547750,Nominal,-0.111516,-0.178991,-0.027388
4501,3653.50,29.444298,29.696481,133.5356,0.00,1270.7279,15588.8325,-0.252182,-0.457724,1.279892,Nominal,-0.031523,-0.152575,0.063995
4502,3654.00,30.174406,29.702582,136.3803,0.00,1267.7276,15618.1042,0.471825,-0.350411,1.448014,Nominal,0.058978,-0.116804,0.072401
4503,3654.50,29.795455,29.714106,137.4945,0.00,1266.7868,15608.8066,0.081349,-0.397661,-0.780951,Nominal,0.010169,-0.132554,-0.039048
4504,3655.00,30.470653,29.735121,138.0728,0.00,1265.9060,15622.0928,0.735531,-0.200390,1.308364,Nominal,0.091941,-0.066797,0.065418
4505,3655.50,26.306936,29.714106,136.0800,0.00,1266.6267,15613.5502,-3.407171,-0.711533,-8.285403,Nominal,-0.425896,-0.237178,-0.414270
4506,3656.00,30.202201,29.735121,132.1922,0.00,1269.4424,15583.7580,0.467079,-0.388577,7.748500,Nominal,0.058385,-0.129526,0.387425
4507,3656.50,28.390828,29.735121,129.8614,0.00,1273.7038,14289.3362,-1.344293,-0.593103,-3.622746,Nominal,-0.168037,-0.197701,-0.181137
4508,3657.00,30.241519,29.749357,128.6426,0.00,1274.3043,14315.5777,0.492162,-0.426608,3.672911,Nominal,0.061520,-0.142203,0.183646
4509,3657.50,27.361762,29.749357,126.5786,0.00,1276.1103,14165.5133,-2.387595,-0.603542,-5.759515,Nominal,-0.298449,-0.201181,-0.287976
4510,3658.00,30.147968,29.773084,125.0996,0.00,1277.8896,14341.4709,0.374884,-0.476841,5.524958,Nominal,0.046860,-0.158947,0.276248
4511,3658.50,28.093904,29.773084,126.9211,0.00,1277.2134,15573.0780,-1.679181,-0.619541,-4.108128,Nominal,-0.209898,-0.206514,-0.205406
4512,3659.00,29.406335,29.773084,125.4443,0.00,1278.5212,15642.7357,-0.366749,-0.703398,2.624864,Nominal,-0.045844,-0.234466,0.131243
4513,3659.50,29.487007,29.749357,125.0173,0.00,1278.3700,15652.4504,-0.262351,-0.737768,0.208796,Nominal,-0.032794,-0.245923,0.010440
4514,3660.00,30.108649,29.749357,126.0670,0.00,1277.4759,15653.4915,0.359292,-0.775392,1.243285,Nominal,0.044911,-0.258464,0.062164
4515,3660.50,30.067975,29.749357,127.4994,0.00,1277.1556,15627.8913,0.318617,-0.402814,-0.081349,Nominal,0.039827,-0.134271,-0.004067
4516,3661.00,27.397013,29.749357,126.4852,0.00,1276.4617,15645.1075,-2.352344,-0.684756,-5.341923,Nominal,-0.294043,-0.228252,-0.267096
4517,3661.50,30.507938,29.773084,128.2356,0.00,1275.4008,15674.1138,0.734853,-0.476841,6.174395,Nominal,0.091857,-0.158947,0.308720
4518,3662.00,26.393708,29.749357,128.7760,0.00,1275.0160,15632.7728,-3.355649,-0.861622,-8.181006,Nominal,-0.419456,-0.287207,-0.409050
4519,3662.50,29.983914,29.773084,130.3952,0.00,1273.6993,15642.9701,0.210830,-0.601780,7.132958,Nominal,0.026354,-0.200593,0.356648
4520,3663.00,27.144153,29.773084,131.5628,0.00,1272.1625,15634.5516,-2.628931,-0.902161,-5.679521,Nominal,-0.328616,-0.300720,-0.283976
4521,3663.50,28.802996,29.749357,132.5437,0.00,1271.7599,15676.2787,-0.946361,-0.828879,3.365140,Nominal,-0.118295,-0.276293,0.168257
4522,3664.00,26.710969,29.749357,132.3702,0.00,1270.3454,15689.3581,-3.038388,-1.096043,-4.184054,Nominal,-0.379799,-0.365348,-0.209203
4523,3664.50,23.673937,29.735121,103.3144,0.00,1298.2268,15630.2838,-6.061184,-1.675927,-6.045592,Nominal,-0.757648,-0.558642,-0.302280
4524,3665.00,24.057634,29.735121,98.8951,0.00,1308.6423,15548.0086,-5.677488,-2.279605,0.767393,Nominal,-0.709686,-0.759868,0.038370
4525,3665.50,25.490733,29.714106,112.7446,0.00,1300.5088,15599.7331,-4.223373,-2.733804,2.908229,BoundaryGrazing,-0.527922,-0.911268,0.145411
4526,3666.00,28.763678,29.702582,118.0780,0.00,1294.6816,15651.2232,-0.938904,-2.592459,6.568938,Recovery,-0.117363,-0.864153,0.328447
4527,3666.50,26.252703,29.696481,121.8746,0.00,1290.0087,15684.6593,-3.443778,-3.010323,-5.009747,DriftAccum,-0.430472,-1.003441,-0.250487
4528,3667.00,29.487685,29.680211,127.2770,0.00,1285.8430,15704.6437,-0.192526,-2.694010,6.502503,Recovery,-0.024066,-0.898003,0.325125
4529,3667.50,27.219401,29.663941,127.6862,0.00,1285.0156,15747.2396,-2.444540,-2.959547,-4.504027,BoundaryGrazing,-0.305567,-0.986516,-0.225201
4530,3668.00,29.478194,29.663941,130.5108,0.00,1282.0308,15713.3794,-0.185747,-2.715229,4.517585,BoundaryGrazing,-0.023218,-0.905076,0.225879
4531,3668.50,29.501921,29.648349,135.3260,0.00,1277.6026,15714.3757,-0.146428,-2.635236,0.078637,Recovery,-0.018304,-0.878412,0.003932
4532,3669.00,29.815793,29.648349,135.7953,0.00,1277.6004,15707.6085,0.167444,-2.314652,0.627744,Nominal,0.020930,-0.771551,0.031387
4533,3669.50,29.758848,29.648349,134.6299,0.00,1277.4358,15761.1187,0.110499,-1.697484,-0.113889,Nominal,0.013812,-0.565828,-0.005694
4534,3670.00,28.402352,29.648349,134.5276,0.00,1277.2824,15748.7323,-1.245997,-1.254335,-2.712992,Nominal,-0.155750,-0.418112,-0.135650
4535,3670.50,31.422437,29.648349,133.4022,0.00,1278.4945,15757.4714,1.774088,-0.654589,6.040169,Nominal,0.221761,-0.218196,0.302008
4536,3671.00,28.260669,29.598184,132.5570,0.00,1279.3308,15776.4595,-1.337514,-0.694450,-6.223204,Nominal,-0.167189,-0.231483,-0.311160
4537,3671.50,30.871975,29.598184,131.8186,0.00,1280.9366,15795.1099,1.273791,-0.222693,5.222611,Nominal,0.159224,-0.074231,0.261131
4538,3672.00,27.710885,29.545985,132.7216,0.00,1279.3397,15760.3741,-1.835100,-0.386950,-6.217781,Nominal,-0.229387,-0.128983,-0.310889
4539,3672.50,29.766983,29.598184,133.1975,0.00,1280.2960,15767.0965,0.168799,-0.125617,4.007798,Nominal,0.021100,-0.041872,0.200390
4540,3673.00,27.989506,29.545985,132.0277,0.00,1280.2916,15758.2712,-1.556479,-0.262690,-3.450557,Nominal,-0.194560,-0.087563,-0.172528
4541,3673.50,28.888413,29.545985,131.9165,0.00,1280.3183,15768.2065,-0.657572,-0.313804,1.797815,Nominal,-0.082196,-0.104601,0.089891
4542,3674.00,29.171779,29.513784,130.2684,0.00,1281.8774,15772.3158,-0.342005,-0.364749,0.631133,Nominal,-0.042751,-0.121583,0.031557
4543,3674.50,27.886464,29.500904,131.0624,0.00,1282.2799,15778.0591,-1.614440,-0.537243,-2.544870,Nominal,-0.201805,-0.179081,-0.127244
